organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,task_is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-23 08:36:00,2799180,1SPT,2538013,t,BHCO,Brown-headed Cowbird,MOLOTHRUS ATER,Aves,362.00,600.82,3.00,0,12000,5382300,1,Song,1,,t,1,Siena Blier,4251,1467,f,11,95,,373,167755,156708,51,11,95,,373,167664,156647,51,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538013,https://portal.wildtrax.ca/media/aru_tag_clips/4b/79/c3/5c-5e7f-4f4c-b8e0-40f14f9e344e/b1f41022686d4e24903c20c4b1daa34f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/4b/79/c3/5c-5e7f-4f4c-b8e0-40f14f9e344e/d2b30f5e52f0447dadedbeea374a5f78.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-24 05:37:00,2799186,1SPT,2538019,t,BCCH,Black-capped Chickadee,POECILE ATRICAPILLUS,Aves,204.00,600.82,5.00,0,12000,5382281,1,Song,1,,t,1,Siena Blier,4251,4251,f,5,41,,336,262421,312286,11,5,41,,336,273773,312164,11,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538019,https://portal.wildtrax.ca/media/aru_tag_clips/c0/bc/c4/6c-a7cc-47e8-8889-89fbd13f48e5/f976d949a8164df9ba8f6cfb38172e67.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c0/bc/c4/6c-a7cc-47e8-8889-89fbd13f48e5/64a5526372ef4dc1bab09544977d1883.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-24 05:37:00,2799186,1SPT,2538019,t,PIGR,Pine Grosbeak,PINICOLA ENUCLEATOR,Aves,534.00,600.82,5.00,0,12000,5382378,1,Song,1,1,t,1,Siena Blier,4251,4892,f,39,10,,209,186096,197540,9,39,10,,209,186279,197510,9,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538019,https://portal.wildtrax.ca/media/aru_tag_clips/c0/bc/c4/6c-a7cc-47e8-8889-89fbd13f48e5/3633abb2fc0b4c87810ea2c7588cc6af.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c0/bc/c4/6c-a7cc-47e8-8889-89fbd13f48e5/87b7d6a0fc324b22a5710f2cddf9f7fd.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-24 06:37:00,2799187,1SPT,2538020,t,PIGR,Pine Grosbeak,PINICOLA ENUCLEATOR,Aves,100.00,600.82,5.00,0,12000,5382376,1,Song,1,1,t,1,Siena Blier,4251,4892,f,18,18,,791,350800,332367,10,18,18,,791,350739,332001,10,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538020,https://portal.wildtrax.ca/media/aru_tag_clips/fa/c5/5e/c7-5020-4b42-9043-5417de6c0b94/57cb0d21fd68432cb644dc6515035688.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/fa/c5/5e/c7-5020-4b42-9043-5417de6c0b94/e82efafbcf0041fe9de0840a990a92f5.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-24 06:37:00,2799187,1SPT,2538020,t,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,Aves,588.00,600.82,3.00,0,12000,5382337,1,Song,1,1,t,1,Siena Blier,4251,4892,f,3,11,,1403,127563,127869,86,3,11,,1403,127991,127563,86,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538020,https://portal.wildtrax.ca/media/aru_tag_clips/fa/c5/5e/c7-5020-4b42-9043-5417de6c0b94/dd2945c740fb4787a1cead1c2cef4b77.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/fa/c5/5e/c7-5020-4b42-9043-5417de6c0b94/eff38ee7884149ee937556f9a8ef14d7.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-24 07:37:00,2799191,1SPT,2538024,t,BHCO,Brown-headed Cowbird,MOLOTHRUS ATER,Aves,338.00,600.82,3.00,0,12000,5382298,1,Song,1,1,t,1,Siena Blier,4251,4251,f,9,92,,104,177704,177979,99,9,92,,104,177338,177795,0,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538024,https://portal.wildtrax.ca/media/aru_tag_clips/b7/05/da/44-9781-4b30-8945-d690aa4baf5f/55d3a4f8f3364ddfaffed38189f42382.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/b7/05/da/44-9781-4b30-8945-d690aa4baf5f/9a378d8eab4642f68772b3d5c628061e.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-24 08:37:00,2799188,1SPT,2538021,t,PHVI,Philadelphia Vireo,VIREO PHILADELPHICUS,Aves,400.00,600.82,5.00,0,12000,5382374,1,Song,1,1,t,1,Siena Blier,4251,1467,f,37,20,,1108,607483,821533,71,37,20,,1108,607300,821777,70,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538021,https://portal.wildtrax.ca/media/aru_tag_clips/15/d8/16/55-1ea6-4d51-a48d-4c1ba43b746b/d21128bb03c84b2db8877469d1ce59e3.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/15/d8/16/55-1ea6-4d51-a48d-4c1ba43b746b/9896a1979e924e8a9a05bb9ac3607609.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-25 05:37:00,2799192,1SPT,2538025,t,BBWA,Bay-breasted Warbler,SETOPHAGA CASTANEA,Aves,362.00,600.82,5.00,0,12000,5382280,1,Song,1,1,t,1,Siena Blier,4251,4251,f,9,43,,460,119263,106232,47,9,43,,460,119629,106323,44,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538025,https://portal.wildtrax.ca/media/aru_tag_clips/e5/64/d1/e1-8345-445a-9ced-e184e41657bb/ff6d02a352c94910bd62c17b816c3ad2.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/e5/64/d1/e1-8345-445a-9ced-e184e41657bb/dc705677cec043fea2689c8f7cb3af12.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-25 07:37:00,2799197,1SPT,2538030,t,CEDW,Cedar Waxwing,BOMBYCILLA CEDRORUM,Aves,66.00,600.82,9.00,0,12000,5382307,1,Song,1,,t,1,Siena Blier,4251,4251,f,92,70,,1202,220673,206268,13,92,70,,1202,220581,206573,13,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538030,https://portal.wildtrax.ca/media/aru_tag_clips/15/b2/85/4a-4a44-4dee-8c57-88bf0dd70f82/38d82fb65f54438eae2a3ee3ad003f30.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/15/b2/85/4a-4a44-4dee-8c57-88bf0dd70f82/8d328facf05b4f35ab9370c376d80b62.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-25 07:37:00,2799197,1SPT,2538030,t,AMRE,American Redstart,SETOPHAGA RUTICILLA,Aves,272.00,600.82,11.00,0,12000,5382272,1,Song,1,5,t,1,Siena Blier,4251,4892,f,70,95,,1369,977539,724945,20,70,95,,1369,978607,724670,19,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538030,https://portal.wildtrax.ca/media/aru_tag_clips/15/b2/85/4a-4a44-4dee-8c57-88bf0dd70f82/ed08eece17b24c6aab1fbfdfae1046ca.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/15/b2/85/4a-4a44-4dee-8c57-88bf0dd70f82/8056f961467c42fca8cbc7abcbafe498.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-25 08:37:00,2799203,1SPT,2538036,t,MERL,Merlin,FALCO COLUMBARIUS,Aves,252.00,600.82,5.00,0,12000,5382357,1,Song,1,5,t,1,Siena Blier,4251,4892,f,61,70,,5856,507507,620239,15,61,70,,5856,507355,619843,15,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538036,https://portal.wildtrax.ca/media/aru_tag_clips/83/67/21/85-e87f-4bed-917d-7aa782ee7bcc/f3ec5ed2ef4c4fcf87071abe2107667f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/83/67/21/85-e87f-4bed-917d-7aa782ee7bcc/7db20db4e31e4fd6b323ed48de0ee2ed.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-25 08:37:00,2799203,1SPT,2538036,t,AMCR,American Crow,CORVUS BRACHYRHYNCHOS,Aves,334.00,600.82,29.00,0,12000,5382264,1,Song,1,,t,1,Siena Blier,4251,4251,f,78,77,,5603,563110,581787,70,78,77,,5603,562286,581573,71,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538036,https://portal.wildtrax.ca/media/aru_tag_clips/83/67/21/85-e87f-4bed-917d-7aa782ee7bcc/e513c48e446e41f7871625d10dd2aee7.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/83/67/21/85-e87f-4bed-917d-7aa782ee7bcc/0ca7f0b91e2b43a0bf63df45054865a8.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-26 05:37:00,2799199,1SPT,2538032,t,CSWA,Chestnut-sided Warbler,SETOPHAGA PENSYLVANICA,Aves,586.00,600.82,5.00,0,12000,5382309,1,Song,1,5,t,1,Siena Blier,4251,4892,f,71,1,,1045,135681,106049,35,71,1,,1045,135406,106018,37,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538032,https://portal.wildtrax.ca/media/aru_tag_clips/4d/cd/a3/11-d669-4a76-ab79-3e6b25cbb171/e772b5f338f547d6b607de00bb22e9fa.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/4d/cd/a3/11-d669-4a76-ab79-3e6b25cbb171/3d510f58933d4373a8b7f751901ad57a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-26 08:37:00,2799204,1SPT,2538037,t,PUFI,Purple Finch,HAEMORHOUS PURPUREUS,Aves,94.00,600.82,5.00,0,12000,5382379,1,Song,1,1,t,1,Siena Blier,4251,4251,f,81,3,,857,134705,131287,41,81,3,,857,134430,131287,43,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538037,https://portal.wildtrax.ca/media/aru_tag_clips/b3/06/78/ab-0602-4ff8-a5f3-b81824eb723a/a166347d7640434f96e4e92bdaa159d0.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/b3/06/78/ab-0602-4ff8-a5f3-b81824eb723a/dd005b9b74c649d4bc6066df38145dcb.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-27 04:38:00,2799208,1SPT,2538041,t,AMRO,American Robin,TURDUS MIGRATORIUS,Aves,438.00,600.82,29.00,0,12000,5382275,1,Song,1,,t,1,Siena Blier,4251,4251,f,95,4,,1045,101715,113220,92,95,5,,1045,101685,112701,96,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538041,https://portal.wildtrax.ca/media/aru_tag_clips/46/ca/62/c1-2238-4bae-8eaa-e4eed8b19dad/b32eafe8d33743cda2c1e09f2c267607.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/46/ca/62/c1-2238-4bae-8eaa-e4eed8b19dad/669eb37657744dd9b429e762cbdc0ba3.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-27 06:38:00,2799217,1SPT,2538050,t,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,Aves,30.00,600.82,3.00,0,12000,5382425,1,Song,1,1,t,1,Siena Blier,4251,4892,f,3,5,,751,109589,111725,4,3,5,,751,109589,111542,5,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538050,https://portal.wildtrax.ca/media/aru_tag_clips/07/58/9c/b1-547b-42ec-9059-081b790775ad/df8d440a07c847f2aee84b947bb1bcbd.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/07/58/9c/b1-547b-42ec-9059-081b790775ad/83ff8e98aaaf42ca9cae285f2043a5a3.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-27 06:38:00,2799217,1SPT,2538050,t,CAWA,Canada Warbler,CARDELLINA CANADENSIS,Aves,480.00,600.82,3.00,0,12000,5382303,1,Song,1,5,t,1,Siena Blier,4251,4892,f,3,52,,23,112274,91919,99,3,52,,23,112061,91675,1,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538050,https://portal.wildtrax.ca/media/aru_tag_clips/07/58/9c/b1-547b-42ec-9059-081b790775ad/7f35fcb4011a47f4bbeb620404fe5dc3.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/07/58/9c/b1-547b-42ec-9059-081b790775ad/7f4a2e888af247eca14bfbb236514548.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-28 04:38:00,2799213,1SPT,2538046,t,HETH,Hermit Thrush,CATHARUS GUTTATUS,Aves,0.00,600.82,3.00,0,12000,5382342,1,Song,1,1,t,1,Siena Blier,4251,4251,f,21,19,,572,148926,131927,54,21,19,,572,148773,132080,55,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538046,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/f2e4c056e22a49ecb2edb215cb75d9ae.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/4d1f2df0b39d493792c34c2d4bc77e8c.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-28 04:38:00,2799213,1SPT,2538046,t,SWSP,Swamp Sparrow,MELOSPIZA GEORGIANA,Aves,226.00,600.82,13.00,0,12000,5382400,1,Song,1,1,t,1,Siena Blier,4251,4892,f,73,25,,579,431519,424164,30,73,25,,579,431366,424164,30,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538046,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/3a661bcd863e46468f3e77c639fad6bb.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/68d89f5fc81d4553ae6e3fe6b579f785.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-28 04:38:00,2799213,1SPT,2538046,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,428.00,600.82,25.00,0,12000,5382316,1,Song,1,,t,1,Siena Blier,4251,4251,f,93,35,,711,182404,207825,65,93,35,,711,182526,207642,65,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538046,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/ff9d8763a3a8466ea9d677ea0b50f53c.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/b540085b1a184138a8787ff83eaf2621.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-28 04:38:00,2799213,1SPT,2538046,t,SOSP,Song Sparrow,MELOSPIZA MELODIA,Aves,482.00,600.82,23.00,0,12000,5382395,1,Song,1,,t,1,Siena Blier,4251,4251,f,69,50,,540,169434,161041,42,69,50,,540,169312,161072,43,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538046,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/ab5f952d978243ceb3d54c235296d212.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/03/2c/17/62-8a31-45dc-94ff-deeaa6c4bd86/13c97fdce4644e5aa07b065e20489f93.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-28 06:38:00,2799218,1SPT,2538051,t,BHCO,Brown-headed Cowbird,MOLOTHRUS ATER,Aves,356.00,600.82,3.00,0,12000,5382299,1,Song,1,1,t,1,Siena Blier,4251,4251,f,32,87,,2178,163452,148621,73,32,87,,2178,163635,147858,72,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538051,https://portal.wildtrax.ca/media/aru_tag_clips/5c/1e/31/06-c28f-4583-ab87-67650227d9ca/7ecd24cecdf5467195ab837e04fca52e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/5c/1e/31/06-c28f-4583-ab87-67650227d9ca/a5430d99bbbc4f65a3e5b11f2384f7ae.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-28 08:38:00,2799227,1SPT,2538060,t,BCCH,Black-capped Chickadee,POECILE ATRICAPILLUS,Aves,574.00,600.82,7.00,0,12000,5382282,1,Song,1,,t,1,Siena Blier,4251,4251,f,43,13,,41,146790,160431,89,43,13,,41,146759,160339,90,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538060,https://portal.wildtrax.ca/media/aru_tag_clips/df/e8/9a/43-4110-46da-8b07-2870f2bfc7e0/b2a7b5ce8ffc4bec94eb2aa03049e64f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/df/e8/9a/43-4110-46da-8b07-2870f2bfc7e0/5c86f4748b054922b02ef6fdb416a9df.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-29 07:39:00,2799228,1SPT,2538061,t,MAWA,Magnolia Warbler,SETOPHAGA MAGNOLIA,Aves,482.00,600.82,3.00,0,12000,5382355,1,Song,1,5,t,1,Siena Blier,4251,4892,f,63,79,,543,100647,98602,94,63,79,,543,100800,98633,93,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538061,https://portal.wildtrax.ca/media/aru_tag_clips/6a/04/fc/ab-b690-42da-9a61-91cdd2073570/d2e476309e064b8082e9c5e090ffd151.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/6a/04/fc/ab-b690-42da-9a61-91cdd2073570/03a3658e47ad4f4d8d733f2346be64df.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-29 07:39:00,2799228,1SPT,2538061,t,EAKI,Eastern Kingbird,TYRANNUS TYRANNUS,Aves,534.00,600.82,3.00,0,12000,5382329,1,Song,1,5,t,1,Siena Blier,4251,4892,f,57,3,,700,107513,122162,26,57,3,,700,107422,121857,28,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538061,https://portal.wildtrax.ca/media/aru_tag_clips/6a/04/fc/ab-b690-42da-9a61-91cdd2073570/e23a8a813e0846249e4b475b49c9dba9.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/6a/04/fc/ab-b690-42da-9a61-91cdd2073570/7bcb9f91f3fc476eb0a09244be561a90.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-30 08:39:00,2799236,1SPT,2538069,t,AMGO,American Goldfinch,SPINUS TRISTIS,Aves,22.00,600.82,15.00,0,12000,5382267,1,Song,1,,t,1,Siena Blier,4251,1467,f,10,6,,484,297607,274994,53,10,6,,484,297638,274841,53,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538069,https://portal.wildtrax.ca/media/aru_tag_clips/81/f1/ea/1b-ab7f-460d-af43-df75af2618de/c3c53c94a02f43289f5e2b72d8773a4f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/81/f1/ea/1b-ab7f-460d-af43-df75af2618de/e2dafa6759f84bd3b39ccc5768c2f6da.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-06-30 08:39:00,2799236,1SPT,2538069,t,WAVI,Warbling Vireo,VIREO GILVUS,Aves,426.00,600.82,3.00,0,12000,5382404,1,Song,1,5,t,1,Siena Blier,4251,4892,f,22,49,,167,192566,165741,31,22,49,,167,192444,165649,31,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538069,https://portal.wildtrax.ca/media/aru_tag_clips/81/f1/ea/1b-ab7f-460d-af43-df75af2618de/1876b2d572994060abf8eee354e36bbe.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/81/f1/ea/1b-ab7f-460d-af43-df75af2618de/3e4b01b4d0ea4cdf91233480418d6533.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-02 04:40:00,2799245,1SPT,2538078,t,BRCR,Brown Creeper,CERTHIA AMERICANA,Aves,478.00,600.82,5.00,0,12000,5382295,1,Song,1,1,t,1,Siena Blier,4251,4892,f,78,72,,476,130188,124237,71,78,72,,476,129791,124237,74,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538078,https://portal.wildtrax.ca/media/aru_tag_clips/5c/a2/cd/b3-7408-4d99-b015-7e45ccbc0a23/06a130a381134e5088fabad2025bcedc.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/5c/a2/cd/b3-7408-4d99-b015-7e45ccbc0a23/055552c798ff450093a6ecee96ce02e7.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-02 05:40:00,2799247,1SPT,2538080,t,GRCA,Gray Catbird,DUMETELLA CAROLINENSIS,Aves,116.00,600.82,5.00,0,12000,5382339,1,Song,1,1,t,1,Siena Blier,4251,4251,f,16,44,,284,144653,136627,79,16,44,,283,144348,136597,81,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538080,https://portal.wildtrax.ca/media/aru_tag_clips/67/f0/07/7c-4f03-41e1-bff1-0495ae890c52/6a2242f11fea48658fa3db4a521e70de.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/67/f0/07/7c-4f03-41e1-bff1-0495ae890c52/f0da5ec9867f42afa9882ae9d71d4112.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-03 04:41:00,2799254,1SPT,2538087,t,SOSP,Song Sparrow,MELOSPIZA MELODIA,Aves,42.00,600.82,13.00,0,12000,5382396,1,Song,1,,t,1,Siena Blier,4251,4251,f,23,74,,1244,211548,245270,21,23,74,,1244,211761,245148,21,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538087,https://portal.wildtrax.ca/media/aru_tag_clips/fd/28/b5/e2-b2bd-4f80-8491-1358a2ef4391/9643d713dfa14f4f85d6348368e8e325.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/fd/28/b5/e2-b2bd-4f80-8491-1358a2ef4391/9667082b932c486f858e84ccdecc0684.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-04 06:42:00,2799265,1SPT,2538098,f,WOTH,Wood Thrush,HYLOCICHLA MUSTELINA,Aves,100.00,600.82,3.00,0,12000,5382419,1,Song,1,1,t,1,Siena Blier,4251,4892,f,82,83,,967,104004,119324,47,82,83,,967,103882,119019,49,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538098,https://portal.wildtrax.ca/media/aru_tag_clips/ac/e5/f8/3e-a3fc-4981-a5d0-bc9eeb2a3906/0af429c73b3e4597aa46bccdb0b152df.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/ac/e5/f8/3e-a3fc-4981-a5d0-bc9eeb2a3906/8ea042766edc4c7db2765105c1c06616.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-04 06:42:00,2799265,1SPT,2538098,f,COGR,Common Grackle,QUISCALUS QUISCULA,Aves,590.00,600.82,9.00,0,12000,5382320,1,Song,1,5,t,1,Siena Blier,4251,4892,f,23,26,,813,182922,182465,75,23,26,,813,182404,182495,77,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538098,https://portal.wildtrax.ca/media/aru_tag_clips/ac/e5/f8/3e-a3fc-4981-a5d0-bc9eeb2a3906/e080ec426fbf46ad99857888b3395815.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/ac/e5/f8/3e-a3fc-4981-a5d0-bc9eeb2a3906/e65d0de24fda45bea36a80e577ac7634.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-04 07:42:00,2799273,1SPT,2538106,t,RUGR,Ruffed Grouse,BONASA UMBELLUS,Aves,154.00,600.82,5.00,0,12000,5382392,1,Song,1,1,t,1,Siena Blier,4251,4251,f,32,10,,23248,999512,999939,0,35,10,,23227,0,999969,0,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538106,https://portal.wildtrax.ca/media/aru_tag_clips/cb/00/22/df-de36-4d1e-9dd3-2a706fdb1e25/48b1f48dc40a42279befff146f0a31a1.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/cb/00/22/df-de36-4d1e-9dd3-2a706fdb1e25/342afb484b6547dd9838fb3fa488e534.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-04 07:42:00,2799273,1SPT,2538106,t,HAWO,Hairy Woodpecker,DRYOBATES VILLOSUS,Aves,444.00,600.82,3.00,0,12000,5382341,1,Song,1,1,t,1,Siena Blier,4251,4251,f,41,84,,1538,112335,129913,73,41,84,,1538,111938,129944,72,,,,,,,,,,,,,,,f,https://portal.wildtrax.ca/aru/task/2538106,https://portal.wildtrax.ca/media/aru_tag_clips/cb/00/22/df-de36-4d1e-9dd3-2a706fdb1e25/c050feab9569470f96a4e77584c4e600.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/cb/00/22/df-de36-4d1e-9dd3-2a706fdb1e25/4437b9ea1f114aeaba85a55757d87ec2.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,DOUG-1,546225,2025-07-04 08:42:00,2799268,1SPT,2538101,t,WBNU,White-breasted Nuthatch,SITTA CAROLINENSIS,Aves,306.00,600.82,3.00,0,12000,5382407,1,Song,1,5,t,1,Siena Blier,4251,4892,f,5,87,,2364,111847,119476,45,5,87,,2364,111603,119171,48,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/aru/task/2538101,https://portal.wildtrax.ca/media/aru_tag_clips/8c/70/5e/53-da8f-4d60-9955-5e398407a0c1/8cf5e2c0d63f448882094ae49a4af956.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/8c/70/5e/53-da8f-4d60-9955-5e398407a0c1/896d0d629b8b42668fc535044c58ace4.flac
