"","location","recording_date_time","species_code","species_common_name","tag_rating"
"356","HRDP-2","2025-06-25 05:36:00","NOCA","Northern Cardinal",NA
"357","HRDP-2","2025-06-25 05:36:00","GRCA","Gray Catbird",5
"358","HRDP-2","2025-06-25 06:36:00","NOFL","Northern Flicker",5
"359","HRDP-2","2025-06-26 04:37:00","NHWR","Northern House Wren",5
"360","HRDP-2","2025-06-26 06:37:00","RSHA","Red-shouldered Hawk",5
"361","HRDP-2","2025-06-27 05:37:00","AMCR","American Crow",NA
"362","HRDP-2","2025-06-27 07:37:00","BLJA","Blue Jay",NA
"363","HRDP-2","2025-06-28 06:38:00","EABL","Eastern Bluebird",NA
"364","HRDP-2","2025-06-29 06:38:00","GCFL","Great Crested Flycatcher",NA
"365","HRDP-2","2025-06-29 08:38:00","AMCR","American Crow",NA
"366","HRDP-2","2025-07-01 05:39:00","GRCA","Gray Catbird",5
"367","HRDP-2","2025-07-01 07:39:00","CORA","Common Raven",NA
"368","HRDP-2","2025-07-02 06:40:00","AMCR","American Crow",NA
"369","HRDP-2","2025-07-03 04:40:00","CHSP","Chipping Sparrow",5
"370","HRDP-2","2025-07-05 07:42:00","BCCH","Black-capped Chickadee",NA
"371","HRDP-2","2025-07-06 06:43:00","BCCH","Black-capped Chickadee",NA
"372","HRDP-2","2025-07-06 07:43:00","BCCH","Black-capped Chickadee",NA
"373","HRDP-2","2025-07-06 07:43:00","CHSP","Chipping Sparrow",NA
"374","HRDP-2","2025-07-06 08:43:00","SOSP","Song Sparrow",NA
"375","HRDP-2","2025-07-07 08:43:00","BLJA","Blue Jay",NA
"376","HRDP-2","2025-07-08 08:44:00","MAWA","Magnolia Warbler",5
"377","HRDP-2","2025-07-09 04:45:00","RBGU","Ring-billed Gull",NA
"378","HRDP-2","2025-07-09 05:45:00","CEDW","Cedar Waxwing",NA
"379","HRDP-2","2025-07-10 06:46:00","DOWO","Downy Woodpecker",NA
"380","HRDP-2","2025-07-10 07:46:00","SOSP","Song Sparrow",NA
"381","HRDP-2","2025-07-11 06:46:00","YEWA","Yellow Warbler",NA
"382","JEAN-1","2025-06-05 04:36:00","COYE","Common Yellowthroat",5
"383","JEAN-1","2025-06-05 05:36:00","COYE","Common Yellowthroat",NA
"384","JEAN-1","2025-06-05 06:36:00","COYE","Common Yellowthroat",NA
"385","JEAN-1","2025-06-05 07:36:00","EUST","European Starling",5
"386","JEAN-1","2025-06-05 07:36:00","RWBL","Red-winged Blackbird",5
"387","JEAN-1","2025-06-06 04:36:00","CHSP","Chipping Sparrow",NA
"388","JEAN-1","2025-06-06 04:36:00","SOSP","Song Sparrow",NA
"389","JEAN-1","2025-06-06 05:36:00","RBGU","Ring-billed Gull",NA
"390","JEAN-1","2025-06-06 05:36:00","GRCA","Gray Catbird",5
"391","JEAN-1","2025-06-07 05:36:00","CHSW","Chimney Swift",NA
"392","JEAN-1","2025-06-07 05:36:00","AMCR","American Crow",NA
"393","JEAN-1","2025-06-07 06:36:00","NOCA","Northern Cardinal",NA
"394","JEAN-1","2025-06-07 07:36:00","AMGO","American Goldfinch",NA
"395","JEAN-1","2025-06-07 07:36:00","AMRO","American Robin",NA
"396","JEAN-1","2025-06-08 05:35:00","NHWR","Northern House Wren",5
"397","JEAN-1","2025-06-08 05:35:00","GCFL","Great Crested Flycatcher",5
"398","JEAN-1","2025-06-08 06:35:00","GCFL","Great Crested Flycatcher",5
"399","JEAN-1","2025-06-08 06:35:00","CEDW","Cedar Waxwing",NA
"400","JEAN-1","2025-06-08 08:35:00","BAOR","Baltimore Oriole",5
"401","JEAN-1","2025-06-08 08:35:00","AMRO","American Robin",NA
"402","JEAN-1","2025-06-09 04:35:00","SOSP","Song Sparrow",NA
"403","JEAN-1","2025-06-11 04:35:00","EAME","Eastern Meadowlark",5
"404","JEAN-1","2025-06-11 05:35:00","RBGU","Ring-billed Gull",NA
"405","JEAN-1","2025-06-11 06:35:00","AMRO","American Robin",NA
"406","JEAN-1","2025-06-11 08:35:00","BCCH","Black-capped Chickadee",NA
"407","JEAN-1","2025-06-13 07:35:00","NOCA","Northern Cardinal",NA
"408","JEAN-1","2025-06-14 04:34:00","BCCH","Black-capped Chickadee",NA
"409","JEAN-1","2025-06-14 04:34:00","NOCA","Northern Cardinal",NA
"410","JEAN-1","2025-06-14 05:34:00","BCCH","Black-capped Chickadee",NA
"411","JEAN-1","2025-06-14 05:34:00","REVI","Red-eyed Vireo",NA
"412","JEAN-1","2025-06-14 06:34:00","RBGU","Ring-billed Gull",NA
"413","JEAN-1","2025-06-14 07:34:00","SOSP","Song Sparrow",NA
"414","JEAN-1","2025-06-14 08:34:00","HOFI","House Finch",5
"415","JEAN-1","2025-06-15 04:34:00","CSWA","Chestnut-sided Warbler",5
"416","JEAN-1","2025-06-15 05:34:00","YEWA","Yellow Warbler",NA
"417","JEAN-1","2025-06-15 05:34:00","EUST","European Starling",5
"418","JEAN-1","2025-06-15 06:34:00","CSWA","Chestnut-sided Warbler",5
"419","JEAN-1","2025-06-15 06:34:00","AMGO","American Goldfinch",NA
"420","JEAN-1","2025-06-15 07:34:00","HOSP","House Sparrow",NA
"421","JEAN-1","2025-06-15 08:34:00","HOFI","House Finch",5
"422","JEAN-1","2025-06-16 08:34:00","AMCR","American Crow",NA
"423","JEAN-1","2025-06-16 08:34:00","AMGO","American Goldfinch",NA
"424","JEAN-1","2025-06-19 04:35:00","CHSP","Chipping Sparrow",NA
"425","JEAN-1","2025-06-19 05:35:00","COGR","Common Grackle",NA
"426","JEAN-1","2025-06-20 08:35:00","MAWA","Magnolia Warbler",5
"427","JEAN-1","2025-06-21 05:35:00","EUST","European Starling",5
"428","JEAN-1","2025-06-21 07:35:00","WAVI","Warbling Vireo",5
"429","JEAN-1","2025-06-21 08:35:00","WAVI","Warbling Vireo",5
"430","JEAN-1","2025-06-22 06:35:00","COGR","Common Grackle",5
"431","JEAN-1","2025-06-23 04:36:00","INBU","Indigo Bunting",5
"432","JEAN-1","2025-06-23 05:36:00","YEWA","Yellow Warbler",NA
"433","JEAN-1","2025-06-23 06:36:00","INBU","Indigo Bunting",5
"434","JEAN-1","2025-06-23 08:36:00","AMCR","American Crow",NA
"435","JEAN-1","2025-06-24 04:36:00","CHSP","Chipping Sparrow",NA
"436","JEAN-1","2025-06-24 05:36:00","COGR","Common Grackle",NA
"437","JEAN-1","2025-06-25 05:36:00","CEDW","Cedar Waxwing",NA
"438","JEAN-1","2025-06-26 07:37:00","AMKE","American Kestrel",NA
"439","JEAN-1","2025-06-27 04:37:00","BLJA","Blue Jay",NA
"440","JEAN-1","2025-06-27 06:37:00","AMKE","American Kestrel",NA
"441","JEAN-1","2025-06-29 05:38:00","AMKE","American Kestrel",NA
"442","JEAN-1","2025-06-29 05:38:00","REVI","Red-eyed Vireo",5
"443","JEAN-1","2025-06-30 05:39:00","RWBL","Red-winged Blackbird",NA
"444","JEAN-1","2025-06-30 05:39:00","MAWA","Magnolia Warbler",5
"445","JEAN-1","2025-06-30 08:39:00","HOSP","House Sparrow",NA
"446","JEAN-1","2025-07-01 05:39:00","CHSW","Chimney Swift",NA
"447","JEAN-1","2025-07-01 05:39:00","RWBL","Red-winged Blackbird",NA
"448","JEAN-1","2025-07-03 05:40:00","MERL","Merlin",5
"449","JEAN-1","2025-07-03 06:40:00","CEDW","Cedar Waxwing",NA
"450","JEAN-1","2025-07-03 08:40:00","DEJU","Dark-eyed Junco",5
"451","JEAN-1","2025-07-04 07:41:00","HOSP","House Sparrow",5
"452","JEAN-1","2025-07-04 07:41:00","DOWO","Downy Woodpecker",NA
"453","JEAN-1","2025-07-05 07:42:00","REVI","Red-eyed Vireo",5
"454","JEAN-1","2025-07-07 05:43:00","CHSW","Chimney Swift",NA
"455","JEAN-1","2025-07-08 07:44:00","DOWO","Downy Woodpecker",NA
"456","JEAN-1","2025-07-08 07:44:00","TEWA","Tennessee Warbler",NA
"457","JEAN-2","2025-06-05 04:36:00","BRTH","Brown Thrasher",5
"458","JEAN-2","2025-06-05 05:36:00","COYE","Common Yellowthroat",5
"459","JEAN-2","2025-06-05 07:36:00","RWBL","Red-winged Blackbird",5
"460","JEAN-2","2025-06-05 07:36:00","COYE","Common Yellowthroat",5
"461","JEAN-2","2025-06-05 07:36:00","YEWA","Yellow Warbler",5
"462","JEAN-2","2025-06-06 04:36:00","CHSP","Chipping Sparrow",NA
"463","JEAN-2","2025-06-06 05:36:00","RBGU","Ring-billed Gull",NA
"464","JEAN-2","2025-06-07 04:36:00","AMRO","American Robin",NA
"465","JEAN-2","2025-06-07 05:36:00","WAVI","Warbling Vireo",5
"466","JEAN-2","2025-06-07 05:36:00","EUST","European Starling",5
"467","JEAN-2","2025-06-07 05:36:00","CHSW","Chimney Swift",5
"468","JEAN-2","2025-06-07 05:36:00","AMCR","American Crow",NA
"469","JEAN-2","2025-06-07 06:36:00","YEWA","Yellow Warbler",NA
"470","JEAN-2","2025-06-07 06:36:00","EUST","European Starling",5
"471","JEAN-2","2025-06-07 08:36:00","RBGU","Ring-billed Gull",NA
"472","JEAN-2","2025-06-08 04:35:00","BRTH","Brown Thrasher",5
"473","JEAN-2","2025-06-08 05:35:00","AMGO","American Goldfinch",NA
"474","JEAN-2","2025-06-08 05:35:00","GCFL","Great Crested Flycatcher",NA
"475","JEAN-2","2025-06-08 06:35:00","YEWA","Yellow Warbler",NA
"476","JEAN-2","2025-06-08 06:35:00","GCFL","Great Crested Flycatcher",5
"477","JEAN-2","2025-06-09 04:35:00","GRCA","Gray Catbird",5
"478","JEAN-2","2025-06-09 04:35:00","BRTH","Brown Thrasher",5
"479","JEAN-2","2025-06-11 04:35:00","AMRO","American Robin",NA
"480","JEAN-2","2025-06-11 06:35:00","EUST","European Starling",5
"481","JEAN-2","2025-06-11 08:35:00","NOCA","Northern Cardinal",NA
"482","JEAN-2","2025-06-13 04:35:00","GRCA","Gray Catbird",5
"483","JEAN-2","2025-06-13 06:35:00","SOSP","Song Sparrow",NA
"484","JEAN-2","2025-06-14 07:34:00","NOCA","Northern Cardinal",NA
"485","JEAN-2","2025-06-14 08:34:00","HOSP","House Sparrow",NA
"486","JEAN-2","2025-06-15 05:34:00","RBGU","Ring-billed Gull",NA
"487","JEAN-2","2025-06-15 06:34:00","AMRE","American Redstart",5
"488","JEAN-2","2025-06-15 06:34:00","AMGO","American Goldfinch",NA
"489","JEAN-2","2025-06-16 04:34:00","CHSP","Chipping Sparrow",NA
"490","JEAN-2","2025-06-16 06:34:00","NOCA","Northern Cardinal",NA
"491","JEAN-2","2025-06-16 07:34:00","AMRO","American Robin",NA
"492","JEAN-2","2025-06-18 05:35:00","AMRE","American Redstart",5
"493","JEAN-2","2025-06-18 07:35:00","CSWA","Chestnut-sided Warbler",5
"494","JEAN-2","2025-06-19 05:35:00","AMGO","American Goldfinch",NA
"495","JEAN-2","2025-06-19 06:35:00","CEDW","Cedar Waxwing",5
"496","JEAN-2","2025-06-20 05:35:00","COGR","Common Grackle",NA
"497","JEAN-2","2025-06-21 05:35:00","REVI","Red-eyed Vireo",NA
"498","JEAN-2","2025-06-21 05:35:00","AMCR","American Crow",NA
"499","JEAN-2","2025-06-22 07:35:00","AMCR","American Crow",NA
"500","JEAN-2","2025-06-22 08:35:00","WAVI","Warbling Vireo",5
"501","JEAN-2","2025-06-23 05:36:00","CEDW","Cedar Waxwing",5
"502","JEAN-2","2025-06-23 05:36:00","CSWA","Chestnut-sided Warbler",5
"503","JEAN-2","2025-06-24 06:36:00","CSWA","Chestnut-sided Warbler",5
"504","JEAN-2","2025-06-24 07:36:00","BLJA","Blue Jay",NA
"505","JEAN-2","2025-06-26 06:37:00","AMKE","American Kestrel",NA
"506","JEAN-2","2025-06-26 07:37:00","AMKE","American Kestrel",NA
"507","JEAN-2","2025-06-27 04:37:00","SOSP","Song Sparrow",NA
"508","JEAN-2","2025-06-27 06:37:00","AMKE","American Kestrel",NA
"509","JEAN-2","2025-06-29 06:38:00","GRCA","Gray Catbird",5
"510","JEAN-2","2025-06-29 06:38:00","BAOR","Baltimore Oriole",5
"511","JEAN-2","2025-06-29 06:38:00","BCCH","Black-capped Chickadee",NA
"512","JEAN-2","2025-06-29 07:38:00","DOWO","Downy Woodpecker",NA
"513","JEAN-2","2025-06-30 06:39:00","BAOR","Baltimore Oriole",5
"514","JEAN-2","2025-06-30 07:39:00","SOSP","Song Sparrow",NA
"515","JEAN-2","2025-07-01 05:39:00","BCCH","Black-capped Chickadee",NA
"516","JEAN-2","2025-07-01 06:39:00","CEDW","Cedar Waxwing",5
"517","JEAN-2","2025-07-03 06:40:00","BAOR","Baltimore Oriole",5
"518","JEAN-2","2025-07-03 08:40:00","RWBL","Red-winged Blackbird",5
"519","JEAN-2","2025-07-04 05:41:00","AMRE","American Redstart",5
"520","JEAN-2","2025-07-05 04:42:00","CHSP","Chipping Sparrow",NA
"521","JEAN-2","2025-07-05 06:42:00","DOWO","Downy Woodpecker",5
"522","JEAN-2","2025-07-05 07:42:00","WAVI","Warbling Vireo",5
"523","JEAN-2","2025-07-05 08:42:00","DOWO","Downy Woodpecker",5
"524","JEAN-2","2025-07-06 05:42:00","CHSW","Chimney Swift",NA
"525","JEAN-2","2025-07-07 08:43:00","REVI","Red-eyed Vireo",NA
"526","JEAN-2","2025-07-08 06:44:00","RWBL","Red-winged Blackbird",NA
"527","JEAN-2","2025-07-08 06:44:00","HOFI","House Finch",5
"528","JEAN-2","2025-07-08 06:44:00","TEWA","Tennessee Warbler",5
"529","JEAN-2","2025-07-08 07:44:00","REVI","Red-eyed Vireo",NA
"530","JEAN-2","2025-07-08 07:44:00","TEWA","Tennessee Warbler",NA
"531","LOYO-1","2025-05-24 04:45:00","NOCA","Northern Cardinal",NA
"532","LOYO-1","2025-05-24 05:45:00","TEWA","Tennessee Warbler",5
"533","LOYO-1","2025-05-24 05:45:00","SOSP","Song Sparrow",NA
"534","LOYO-1","2025-05-24 06:45:00","AMGO","American Goldfinch",NA
"535","LOYO-1","2025-05-24 06:45:00","SOSP","Song Sparrow",NA
"536","LOYO-1","2025-05-24 06:45:00","TEWA","Tennessee Warbler",5
"537","LOYO-1","2025-05-24 07:45:00","AMRO","American Robin",NA
"538","LOYO-1","2025-05-24 07:45:00","BTNW","Black-throated Green Warbler",5
"539","LOYO-1","2025-05-25 04:44:00","NOCA","Northern Cardinal",NA
"540","LOYO-1","2025-05-25 04:44:00","CHSP","Chipping Sparrow",NA
"541","LOYO-1","2025-05-25 05:44:00","AMRE","American Redstart",5
"542","LOYO-1","2025-05-25 06:44:00","LEFL","Least Flycatcher",NA
"543","LOYO-1","2025-05-25 06:44:00","MAWA","Magnolia Warbler",5
"544","LOYO-1","2025-05-25 07:44:00","YBFL","Yellow-bellied Flycatcher",5
"545","LOYO-1","2025-05-25 07:44:00","LEFL","Least Flycatcher",5
"546","LOYO-1","2025-05-25 07:44:00","MAWA","Magnolia Warbler",5
"547","LOYO-1","2025-05-26 04:43:00","RBGU","Ring-billed Gull",NA
"548","LOYO-1","2025-05-26 05:43:00","AMGO","American Goldfinch",NA
"549","LOYO-1","2025-05-26 05:43:00","WAVI","Warbling Vireo",5
"550","LOYO-1","2025-05-26 06:43:00","TEWA","Tennessee Warbler",NA
"551","LOYO-1","2025-05-26 06:43:00","YEWA","Yellow Warbler",NA
"552","LOYO-1","2025-05-26 06:43:00","WAVI","Warbling Vireo",5
"553","LOYO-1","2025-05-26 07:43:00","BBWA","Bay-breasted Warbler",5
"554","LOYO-1","2025-05-27 08:43:00","EUST","European Starling",5
"555","LOYO-1","2025-05-27 08:43:00","CORA","Common Raven",NA
"556","LOYO-1","2025-05-27 08:43:00","REVI","Red-eyed Vireo",NA
"557","LOYO-1","2025-05-29 04:41:00","AMCR","American Crow",NA
"558","LOYO-1","2025-05-29 06:41:00","WAVI","Warbling Vireo",5
"559","LOYO-1","2025-05-29 08:41:00","GRCA","Gray Catbird",5
"560","LOYO-1","2025-05-30 05:40:00","GRCA","Gray Catbird",5
"561","LOYO-1","2025-05-30 05:40:00","RBGU","Ring-billed Gull",NA
"562","LOYO-1","2025-05-31 04:40:00","CONI","Common Nighthawk",5
"563","LOYO-1","2025-05-31 04:40:00","MODO","Mourning Dove",NA
"564","LOYO-1","2025-05-31 06:40:00","YEWA","Yellow Warbler",5
"565","LOYO-1","2025-05-31 06:40:00","CHSW","Chimney Swift",NA
"566","LOYO-1","2025-05-31 07:40:00","CEDW","Cedar Waxwing",5
"567","LOYO-1","2025-06-03 05:38:00","EUST","European Starling",5
"568","LOYO-1","2025-06-03 06:38:00","HOSP","House Sparrow",NA
"569","LOYO-1","2025-06-03 07:38:00","REVI","Red-eyed Vireo",NA
"570","LOYO-1","2025-06-04 07:38:00","CEDW","Cedar Waxwing",5
"571","LOYO-1","2025-06-04 07:38:00","RWBL","Red-winged Blackbird",NA
"572","LOYO-1","2025-06-06 07:37:00","DOWO","Downy Woodpecker",NA
"573","LOYO-1","2025-06-06 08:37:00","HOSP","House Sparrow",NA
"574","LOYO-1","2025-06-06 08:37:00","AMCR","American Crow",NA
"575","LOYO-1","2025-06-07 05:37:00","EAWP","Eastern Wood-Pewee",NA
"576","LOYO-1","2025-06-07 06:37:00","AMGO","American Goldfinch",NA
"577","LOYO-1","2025-06-08 04:36:00","HOFI","House Finch",5
"578","LOYO-1","2025-06-08 05:36:00","EUST","European Starling",5
"579","LOYO-1","2025-06-08 06:36:00","HOSP","House Sparrow",NA
"580","LOYO-1","2025-06-08 08:36:00","CORA","Common Raven",NA
"581","LOYO-1","2025-06-09 04:36:00","BCCH","Black-capped Chickadee",NA
"582","LOYO-1","2025-06-09 06:36:00","AMCR","American Crow",NA
"583","LOYO-1","2025-06-10 04:36:00","AMRO","American Robin",NA
"584","LOYO-1","2025-06-12 06:36:00","DOWO","Downy Woodpecker",NA
"585","LOYO-1","2025-06-13 04:35:00","REVI","Red-eyed Vireo",NA
"586","LOYO-1","2025-06-13 04:35:00","AMRE","American Redstart",5
"587","LOYO-1","2025-06-13 04:35:00","EAWP","Eastern Wood-Pewee",5
"588","LOYO-1","2025-06-14 04:35:00","AMRE","American Redstart",5
"589","LOYO-1","2025-06-14 04:35:00","HOFI","House Finch",5
"590","LOYO-1","2025-06-14 05:35:00","BAOR","Baltimore Oriole",5
"591","LOYO-1","2025-06-14 05:35:00","GCFL","Great Crested Flycatcher",5
"592","LOYO-1","2025-06-14 07:35:00","BCCH","Black-capped Chickadee",NA
"593","LOYO-1","2025-06-14 08:35:00","RBGU","Ring-billed Gull",NA
"594","LOYO-1","2025-06-15 05:35:00","HOFI","House Finch",5
"595","LOYO-1","2025-06-15 05:35:00","COGR","Common Grackle",NA
"596","LOYO-1","2025-06-15 07:35:00","RWBL","Red-winged Blackbird",NA
"597","LOYO-1","2025-06-16 04:35:00","CHSP","Chipping Sparrow",NA
"598","LOYO-1","2025-06-16 06:35:00","CHSP","Chipping Sparrow",NA
"599","LOYO-1","2025-06-17 05:35:00","CHSW","Chimney Swift",5
"600","LOYO-1","2025-06-17 06:35:00","CHSW","Chimney Swift",NA
"601","LOYO-1","2025-06-18 04:36:00","CSWA","Chestnut-sided Warbler",5
"602","LOYO-1","2025-06-19 04:36:00","SOSP","Song Sparrow",5
"603","LOYO-1","2025-06-20 05:36:00","GRCA","Gray Catbird",5
"604","LOYO-1","2025-06-21 06:36:00","RWBL","Red-winged Blackbird",NA
"605","LOYO-1","2025-06-23 04:37:00","INBU","Indigo Bunting",5
"606","LOYO-1","2025-06-25 05:37:00","YEWA","Yellow Warbler",5
"607","LOYO-1","2025-06-25 06:37:00","NOCA","Northern Cardinal",NA
"608","LOYO-1","2025-06-25 07:37:00","DOWO","Downy Woodpecker",5
"609","LOYO-1","2025-06-25 07:37:00","BRCR","Brown Creeper",5
"610","LOYO-1","2025-06-26 05:38:00","COGR","Common Grackle",NA
"611","LOYO-1","2025-06-27 04:38:00","CSWA","Chestnut-sided Warbler",5
"612","LOYO-1","2025-06-27 04:38:00","AMRO","American Robin",NA
"613","LOYO-1","2025-06-27 05:38:00","MAWA","Magnolia Warbler",5
"614","LOYO-1","2025-06-27 08:38:00","EVGR","Evening Grosbeak",5
"615","LOYO-2","2025-05-24 04:45:00","GRCA","Gray Catbird",5
"616","LOYO-2","2025-05-24 04:45:00","CHSP","Chipping Sparrow",NA
"617","LOYO-2","2025-05-24 06:45:00","AMRO","American Robin",NA
"618","LOYO-2","2025-05-24 07:45:00","TEWA","Tennessee Warbler",NA
"619","LOYO-2","2025-05-24 07:45:00","BAOR","Baltimore Oriole",5
"620","LOYO-2","2025-05-24 08:45:00","BAOR","Baltimore Oriole",5
"621","LOYO-2","2025-05-25 05:44:00","COGR","Common Grackle",NA
"622","LOYO-2","2025-05-25 07:44:00","AMRO","American Robin",NA
"623","LOYO-2","2025-05-25 08:44:00","TEWA","Tennessee Warbler",NA
"624","LOYO-2","2025-05-25 08:44:00","BBWA","Bay-breasted Warbler",5
"625","LOYO-2","2025-05-26 04:43:00","NOCA","Northern Cardinal",NA
"626","LOYO-2","2025-05-26 05:43:00","BAOR","Baltimore Oriole",5
"627","LOYO-2","2025-05-26 07:43:00","BBWA","Bay-breasted Warbler",5
"628","LOYO-2","2025-05-26 07:43:00","MAWA","Magnolia Warbler",5
"629","LOYO-2","2025-05-26 07:43:00","TEWA","Tennessee Warbler",NA
"630","LOYO-2","2025-05-28 04:42:00","GRCA","Gray Catbird",5
"631","LOYO-2","2025-05-28 04:42:00","EAKI","Eastern Kingbird",5
"632","LOYO-2","2025-05-28 06:42:00","AMRO","American Robin",NA
"633","LOYO-2","2025-05-28 07:42:00","REVI","Red-eyed Vireo",5
"634","LOYO-2","2025-05-29 04:41:00","SOSP","Song Sparrow",NA
"635","LOYO-2","2025-05-29 04:41:00","HOSP","House Sparrow",NA
"636","LOYO-2","2025-05-29 05:41:00","AMGO","American Goldfinch",NA
"637","LOYO-2","2025-05-29 06:41:00","CHSW","Chimney Swift",5
"638","LOYO-2","2025-05-30 05:40:00","AMGO","American Goldfinch",NA
"639","LOYO-2","2025-05-30 06:40:00","HOFI","House Finch",5
"640","LOYO-2","2025-05-31 04:40:00","CHSP","Chipping Sparrow",NA
"641","LOYO-2","2025-06-01 05:39:00","RBGU","Ring-billed Gull",NA
"642","LOYO-2","2025-06-03 05:38:00","CANG","Canada Goose",NA
"643","LOYO-2","2025-06-03 06:38:00","EUST","European Starling",5
"644","LOYO-2","2025-06-04 05:38:00","REVI","Red-eyed Vireo",NA
"645","LOYO-2","2025-06-04 08:38:00","BLJA","Blue Jay",NA
"646","LOYO-2","2025-06-04 08:38:00","WAVI","Warbling Vireo",5
"647","LOYO-2","2025-06-05 05:37:00","GCFL","Great Crested Flycatcher",5
"648","LOYO-2","2025-06-05 08:37:00","EUST","European Starling",5
"649","LOYO-2","2025-06-07 05:37:00","YEWA","Yellow Warbler",NA
"650","LOYO-2","2025-06-07 06:37:00","YEWA","Yellow Warbler",NA
"651","LOYO-2","2025-06-07 06:37:00","EUST","European Starling",5
"652","LOYO-2","2025-06-07 07:37:00","AMRE","American Redstart",5
"653","LOYO-2","2025-06-07 07:37:00","YEWA","Yellow Warbler",NA
"654","LOYO-2","2025-06-08 07:36:00","HOFI","House Finch",5
"655","LOYO-2","2025-06-08 08:36:00","AMGO","American Goldfinch",NA
"656","LOYO-2","2025-06-10 08:36:00","SOSP","Song Sparrow",NA
"657","LOYO-2","2025-06-11 05:36:00","AMCR","American Crow",NA
"658","LOYO-2","2025-06-12 06:35:00","RWBL","Red-winged Blackbird",5
"659","LOYO-2","2025-06-12 06:35:00","GRCA","Gray Catbird",5
"660","LOYO-2","2025-06-12 08:35:00","RWBL","Red-winged Blackbird",5
"661","LOYO-2","2025-06-13 04:35:00","REVI","Red-eyed Vireo",NA
"662","LOYO-2","2025-06-13 07:35:00","AMCR","American Crow",NA
"663","LOYO-2","2025-06-15 05:35:00","AMRE","American Redstart",5
"664","LOYO-2","2025-06-15 08:35:00","AMCR","American Crow",NA
"665","LOYO-2","2025-06-16 05:35:00","WAVI","Warbling Vireo",5
"666","LOYO-2","2025-06-16 06:35:00","HOSP","House Sparrow",NA
"667","LOYO-2","2025-06-17 04:35:00","CHSP","Chipping Sparrow",NA
"668","LOYO-2","2025-06-17 05:35:00","CHSW","Chimney Swift",NA
"669","LOYO-2","2025-06-17 05:35:00","RBGU","Ring-billed Gull",NA
"670","LOYO-2","2025-06-18 05:35:00","CHSW","Chimney Swift",5
"671","LOYO-2","2025-06-21 05:36:00","BLJA","Blue Jay",NA
"672","LOYO-2","2025-06-22 07:36:00","WIWR","Winter Wren",5
"673","LOYO-2","2025-06-24 07:37:00","RBGU","Ring-billed Gull",NA
"674","LOYO-2","2025-06-26 06:38:00","COGR","Common Grackle",5
"675","LOYO-2","2025-06-27 05:38:00","SOSP","Song Sparrow",NA
"676","LOYO-2","2025-06-27 08:38:00","DOWO","Downy Woodpecker",NA
"677","LOYO-2","2025-06-28 04:38:00","SWTH","Swainson's Thrush",5
"678","LOYO-2","2025-06-29 07:39:00","NOCA","Northern Cardinal",NA
"679","LOYO-2","2025-06-30 06:39:00","DOWO","Downy Woodpecker",5
"680","LOYO-2","2025-07-01 04:40:00","NOCA","Northern Cardinal",NA
"681","LOYO-2","2025-07-03 05:41:00","CEDW","Cedar Waxwing",NA
"682","LOYO-2","2025-07-04 08:42:00","PUFI","Purple Finch",5
"683","LOYO-2","2025-07-05 05:43:00","CEDW","Cedar Waxwing",5
"684","LOYO-2","2025-07-06 06:43:00","HOFI","House Finch",5
"685","LOYO-2","2025-07-08 06:45:00","BCCH","Black-capped Chickadee",NA
"686","LOYO-2","2025-07-08 07:45:00","BCCH","Black-capped Chickadee",NA
"687","LOYO-2","2025-07-09 05:45:00","HOSP","House Sparrow",NA
"688","LOYO-2","2025-07-10 07:46:00","CEDW","Cedar Waxwing",5
"689","MARQ-1","2025-05-14 04:55:00","HOFI","House Finch",5
"690","MARQ-1","2025-05-14 06:55:00","HOSP","House Sparrow",NA
"691","MARQ-1","2025-05-15 04:53:00","PUFI","Purple Finch",5
"692","MARQ-1","2025-05-16 06:52:00","LEFL","Least Flycatcher",5
"693","MARQ-1","2025-05-16 06:52:00","AMGO","American Goldfinch",NA
"694","MARQ-1","2025-05-17 05:51:00","HOFI","House Finch",5
"695","MARQ-1","2025-05-17 08:51:00","MAWA","Magnolia Warbler",5
"696","MARQ-1","2025-05-18 05:50:00","HOFI","House Finch",5
"697","MARQ-1","2025-05-19 07:49:00","AMRE","American Redstart",5
"698","MARQ-1","2025-05-20 04:48:00","CHSP","Chipping Sparrow",NA
"699","MARQ-1","2025-05-20 05:48:00","BBWA","Bay-breasted Warbler",5
"700","MARQ-1","2025-05-20 07:48:00","GRCA","Gray Catbird",5
"701","MARQ-1","2025-05-20 08:48:00","RBGU","Ring-billed Gull",NA
"702","MARQ-1","2025-05-21 07:47:00","LEFL","Least Flycatcher",5
"703","MARQ-1","2025-05-21 07:47:00","BBWA","Bay-breasted Warbler",5
"704","MARQ-1","2025-05-22 05:46:00","BBWA","Bay-breasted Warbler",5
"705","MARQ-1","2025-05-23 06:45:00","TEWA","Tennessee Warbler",5
"706","MARQ-1","2025-05-23 08:45:00","TEWA","Tennessee Warbler",5
"707","MARQ-1","2025-05-24 04:44:00","CHSP","Chipping Sparrow",NA
"708","MARQ-1","2025-05-24 08:44:00","RWBL","Red-winged Blackbird",NA
"709","MARQ-1","2025-05-24 08:44:00","TEWA","Tennessee Warbler",NA
"710","MARQ-1","2025-05-25 06:44:00","BLJA","Blue Jay",NA
"711","MARQ-1","2025-05-26 05:43:00","PISI","Pine Siskin",5
"712","MARQ-1","2025-05-26 08:43:00","COYE","Common Yellowthroat",5
